[2026-04-07T08:25:58.500Z] GET https://www.musicstax.com/track/wise-voquotw-vip-remix/7i1qsbXNf6C8Zdo3COMzJY → pending (?ms, ?B)
[2026-04-07T08:51:33.178Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/bookmark/v10/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.178Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/download/v11/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.178Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/share/v12/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.178Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/chevron_down/v9/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.178Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/arrow_up/v3/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.178Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/video/v3/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.178Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/person_square/v2/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.178Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/check_circle/v10/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.179Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/overflow_vertical/v13/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.179Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/alert_circle/v10/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.179Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/location_pin/v2/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.179Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/thumb_down/v25/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.179Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/bell/v11/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.179Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/chevron_left/v9/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.179Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/chevron_right/v7/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.179Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/thumb_up/v23/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.179Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/mic/v14/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.179Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/person_waves/v1/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.179Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/person_circle/v10/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.286Z] GET https://www.gstatic.com/youtube/img/lottie/subscribe_action/subscribe_action_container_light_v5.json → 200 (558ms, 3612B)
[2026-04-07T08:51:33.286Z] GET https://www.gstatic.com/youtube/img/lottie/subscribe_action/subscribe_action_sparkles_light_v4.json → 200 (564ms, 23163B)
[2026-04-07T08:51:33.416Z] GET https://www.youtube.com/s/_/ytmainappweb/_/js/k=ytmainappweb.kevlar_base.en_US.PaBtaJJ1FDc.es5.O/am=AAAAEAAAIAE/d=1/exm=De8mUc,QlbBce,kevlar_base_module,kevlar_main_module/ed=1/br=1/rs=AGKMywF0NN9C_6Uwm92-HF6EzFDJ8cfEkw/m=yTIahe → 200 (208ms, 1632B)
[2026-04-07T08:51:33.898Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/add_circle/v6/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.898Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/add_circle/v6/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.898Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/alert_bubble/v2/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.899Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/audio/v14/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.899Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/audio/v14/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.899Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/bag/v7/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.899Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/bag/v7/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.900Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/bell/v11/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.900Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/clapperboard/v3/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.900Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/clapperboard/v3/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.900Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/clock/v10/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.900Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/clock/v10/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.901Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/copy/v3/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.901Z] GET https://www.gstatic.com/youtube/img/icons/web/youtube_fill/creator_studio_red_logo/v2/24px.svg → 200 (228ms, 1158B)
[2026-04-07T08:51:33.901Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/fashion/v4/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.901Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/fashion/v4/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.901Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/flag/v10/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.901Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/flag/v10/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.901Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/gaming/v3/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.901Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/gaming/v3/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.902Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/gear/v10/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.902Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/gear/v10/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.902Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/help_circle/v2/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.902Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/history/v1/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.902Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/home/v10/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.902Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/home/v10/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.903Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/lightbulb/v4/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.903Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/lightbulb/v4/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.903Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/live/v1/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.903Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/mic/v14/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.904Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/news/v3/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.904Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/news/v3/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.904Z] GET https://www.gstatic.com/youtube/img/icons/web/youtube_fill/offline_no_content/v1/192px.svg → 200 (226ms, 11824B)
[2026-04-07T08:51:33.904Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/play_square_stack/v1/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.905Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/play_square_stack/v1/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.905Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/playlist/v5/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.905Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/podcast/v6/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.905Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/podcast/v6/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.905Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/search/v15/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.906Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/subscriptions/v12/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.906Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/subscriptions/v12/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.906Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/thumb_up/v23/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.906Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/trash_can/v10/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.906Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/trash_can/v10/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.906Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/trending/v2/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.906Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/trending/v2/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.906Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/trophy/v3/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.906Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/trophy/v3/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.906Z] GET https://www.gstatic.com/youtube/img/icons/web/youtube_fill/unplugged_logo/v2/24px.svg → 200 (225ms, 554B)
[2026-04-07T08:51:33.906Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/video/v3/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.906Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/video_camera_add/v2/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.906Z] GET https://www.gstatic.com/youtube/img/icons/web/youtube_fill/youtube_kids_round/v2/24px.svg → 200 (224ms, 2824B)
[2026-04-07T08:51:33.906Z] GET https://www.gstatic.com/youtube/img/icons/web/youtube_fill/youtube_music/v2/24px.svg → 200 (225ms, 595B)
[2026-04-07T08:51:33.906Z] GET https://www.gstatic.com/youtube/img/icons/web/youtube_fill/youtube_round/v2/24px.svg → 200 (225ms, 610B)
[2026-04-07T08:51:33.906Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/youtube_shorts/v11/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.906Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/youtube_shorts/v11/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.906Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/arrow_down/v3/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.906Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/pause/v9/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.906Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/play/v4/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.907Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/play/v4/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.907Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/share/v12/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.907Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/text_bubble/v3/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.907Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/text_bubble/v3/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.907Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/thumb_down/v25/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.907Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/volume_max/v2/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.907Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/volume_max/v2/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.907Z] GET https://fonts.gstatic.com/s/i/youtube_fill_experimental/volume_mute/v2/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.907Z] GET https://fonts.gstatic.com/s/i/youtube_outline_experimental/volume_mute/v2/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:33.907Z] GET https://www.gstatic.com/youtube/img/icons/web/youtube_outline/waveform/v1/24px.svg → pending (?ms, ?B)
[2026-04-07T08:51:34.815Z] GET https://googleads.g.doubleclick.net/pagead/id?slf_rd=1 → pending (?ms, ?B)
[2026-04-07T08:51:35.121Z] GET https://googleads.g.doubleclick.net/pagead/id?slf_rd=1 → 200 (1ms, 100B)
[2026-04-07T08:51:36.983Z] GET https://yt3.ggpht.com/btm1_PK-7VRUr9GY2D0UV_2XfbUZPBjghyptjSO1crsfN86HyTYDWPmUbq7JxC3H0Lxe_s067nA=s48-c-k-c0x00ffffff-no-rj → pending (?ms, ?B)
[2026-04-07T08:51:36.983Z] GET https://i.ytimg.com/vi/cWL4s6XpxHA/hqdefault.jpg?sqp=-oaymwFACKgBEF5IWvKriqkDMwgBFQAAiEIYAdgBAeIBCggYEAIYBjgBQAHwAQH4Af4JgALQBYoCDAgAEAEYRyBUKGUwDw==&rs=AOn4CLDEISsy2fA8P0JB1gspzTCkv8tj5w → pending (?ms, ?B)
[2026-04-07T08:51:36.983Z] GET https://i.ytimg.com/vi/v0uKLCZocjs/hqdefault.jpg?sqp=-oaymwEmCKgBEF5IWvKriqkDGQgBFQAAiEIYAdgBAeIBCggYEAIYBjgBQAE=&rs=AOn4CLBuu13hstToyglJodp8gwAY60M_gg → pending (?ms, ?B)
[2026-04-07T08:51:36.983Z] GET https://i.ytimg.com/vi/L-WriIVOyYE/hqdefault.jpg?sqp=-oaymwEmCKgBEF5IWvKriqkDGQgBFQAAiEIYAdgBAeIBCggYEAIYBjgBQAE=&rs=AOn4CLCAcAMt8aFK-_wYk054Zq4opQoCiQ → pending (?ms, ?B)
[2026-04-07T08:51:36.983Z] GET https://i.ytimg.com/vi/xwOaStX0mxE/hqdefault.jpg?sqp=-oaymwEmCKgBEF5IWvKriqkDGQgBFQAAiEIYAdgBAeIBCggYEAIYBjgBQAE=&rs=AOn4CLCQWdqz_HtCZ6Bvzf9KZeNfiLjLWg → pending (?ms, ?B)
[2026-04-07T08:51:36.983Z] GET https://i.ytimg.com/vi/Y6AysCVPQDA/hqdefault.jpg?sqp=-oaymwEmCKgBEF5IWvKriqkDGQgBFQAAiEIYAdgBAeIBCggYEAIYBjgBQAE=&rs=AOn4CLBG_TNeD-OnQ9u7n52hW8R8GZpgeg → pending (?ms, ?B)
[2026-04-07T08:51:36.983Z] GET https://i.ytimg.com/vi/a8-QsBHoH94/hqdefault.jpg?sqp=-oaymwEmCKgBEF5IWvKriqkDGQgBFQAAiEIYAdgBAeIBCggYEAIYBjgBQAE=&rs=AOn4CLDGG8YJVfZ0W1qpway6SZ14zMuYpA → pending (?ms, ?B)
[2026-04-07T08:51:36.983Z] GET https://i.ytimg.com/vi/f-IcFNRUSIU/hqdefault.jpg?sqp=-oaymwFACKgBEF5IWvKriqkDMwgBFQAAiEIYAdgBAeIBCggYEAIYBjgBQAHwAQH4Af4JgALQBYoCDAgAEAEYQyBlKCQwDw==&rs=AOn4CLD-eQym0Uv4AXyrsd8FkpHaXZ5ISw → pending (?ms, ?B)
[2026-04-07T08:51:39.875Z] GET https://accounts.google.com/InteractiveLogin?continue=https://www.youtube.com/signin?action_handle_signin%3Dtrue%26app%3Ddesktop%26hl%3Den%26next%3D%252Fsignin_passive%26feature%3Dpassive&hl=en&passive=true&service=youtube&uilel=3&dsh=S-937552364:1775551899910992 → 302 (273ms, ?B)
[2026-04-07T08:51:40.148Z] GET https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fwww.youtube.com%2Fsignin%3Faction_handle_signin%3Dtrue%26app%3Ddesktop%26hl%3Den%26next%3D%252Fsignin_passive%26feature%3Dpassive&dsh=S-937552364%3A1775551899910992&hl=en&passive=true&service=youtube&uilel=3&flowName=WebLiteSignIn&flowEntry=ServiceLogin&ifkv=AT1y2_UKc03EXlk5bpNRCiaR4N4fAG5g7V7QLhvqEfBGf0MfzrojcslsVOnXBAFZScizWWjM4qgq → pending (?ms, ?B)
[2026-04-07T08:51:40.192Z] GET https://www.youtube.com/generate_204?q6IVQA → 204 (243ms, ?B)
[2026-04-07T08:51:40.200Z] POST https://www.youtube.com/api/jnn/v1/GenerateIT → 200 (257ms, 102B)
[2026-04-07T08:51:40.434Z] GET https://www.google.com/images/branding/googlelogo/1x/googlelogo_color_150x54dp.png → 200 (252ms, 3170B)
[2026-04-07T08:52:33.120Z] POST https://www.youtube.com/youtubei/v1/log_event?alt=json → pending (?ms, ?B)
[2026-04-07T08:53:35.131Z] GET https://googleads.g.doubleclick.net/pagead/id → pending (?ms, ?B)
[2026-04-07T08:53:36.125Z] GET https://googleads.g.doubleclick.net/pagead/id?slf_rd=1 → pending (?ms, ?B)
[2026-04-07T08:56:33.349Z] POST https://www.youtube.com/youtubei/v1/log_event?alt=json → pending (?ms, ?B)
[2026-04-07T09:01:33.775Z] POST https://www.youtube.com/youtubei/v1/log_event?alt=json → pending (?ms, ?B)
[2026-04-07T09:06:34.679Z] POST https://www.youtube.com/youtubei/v1/log_event?alt=json → pending (?ms, ?B)
[2026-04-07T09:11:35.579Z] POST https://www.youtube.com/youtubei/v1/log_event?alt=json → pending (?ms, ?B)
[2026-04-07T09:16:36.500Z] POST https://www.youtube.com/youtubei/v1/log_event?alt=json → 200 (813ms, 28B)
[2026-04-07T09:21:37.397Z] POST https://www.youtube.com/youtubei/v1/log_event?alt=json → pending (?ms, ?B)
